timestamp,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8,label
412,-1,0.76700504,-1.07034402,-1,0.994352675,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.871422358,0.260530421,-1,-0.981956121,0.059240387,-0.416060081,-0.667578403,-1,0.333337845,0.999555556,-1,0.538818445,-1,-0.016441006,-0.977373358,-1,
413,-1,0.76700504,-1.07034402,-1,0.995199774,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.879773815,0.28549142,-1,-0.980315768,0.060026329,-0.414288465,-0.662482671,-1,0.333337845,0.999574074,-1,0.499030731,0.916705229,0.972217338,-0.977373358,-1,
414,-1,0.764626219,-1.059458576,-1,0.992093746,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.880121792,0.287051482,-1,-0.978675415,0.060812271,-0.413210091,-0.662332796,-1,0.333337845,0.999555556,-1,0.541042997,0.915779732,-1,-0.977373358,-1,
415,-1,0.763436808,-1.054036949,-1,0.993505577,-1,-1,-0.892857143,1.000070758,0.999978107,-1,0.88168769,0.290171607,-1,-0.977035063,0.061598213,-0.412208743,-0.660983926,-1,0.333337845,0.999574074,-1,0.515555979,0.915779732,-1,-0.977373358,-1,
416,-1,0.762176739,-1.048604775,-1,0.994635042,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.881339713,0.294851794,-1,-0.97539471,0.062384155,-0.410745234,-0.660534303,-1,0.333337845,0.999462963,-1,0.537293037,0.915779732,0.972217338,-0.977373358,-1,
417,-1,0.760904894,-1.043256984,-1,0.993505577,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.880991736,0.304212168,-1,-0.973754357,0.063170098,-0.341190064,-0.660384428,-1,0.333337845,0.999611111,-1,0.551593733,0.914854234,0.974854932,-0.977373358,-1,
418,-1,0.759644825,-1.037814262,-1,0.992658478,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.881165724,0.305772231,-1,-0.972114005,0.06395604,-0.338494127,-0.660234554,-1,0.333337845,0.999555556,-1,0.602694887,0.913928737,0.979163003,-0.977373358,-1,
419,-1,0.758219888,-1.032392635,-1,0.991811379,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.880469769,0.308892356,-1,-0.970473652,0.064741982,-0.337338725,-0.65896062,-1,0.333337845,0.999444444,-1,0.59595767,0.913003239,0.983734834,-0.977373358,-0.956521739,
420,-1,0.758219888,-1.032392635,-1,0.994070309,0,-1,-0.857142857,1.000070758,0.999978107,-1,0.879947803,0.327613105,-1,-0.968833299,0.065527924,-0.976121702,-0.658885683,-1,0.333337845,0.999407407,-1,0.568818127,-1,0.983734834,-0.977373358,-1,
421,-1,0.756959819,-1.026928817,-1,0.994352675,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.881165724,0.341653666,-1,-0.967192946,0.066313866,-0.914192182,-0.654464386,-1,0.333337845,0.999407407,-1,0.566847809,-1,0.983734834,-0.977373358,-1,
422,-1,0.755534882,-1.02161267,-1,0.992376112,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.882731622,0.346333853,-1,-0.965552594,0.067099808,-0.836549201,-0.653340327,-1,0.333337845,0.999555556,-1,0.604093177,0.912077742,0.983734834,-0.977373358,-1,
423,-1,0.754109944,-1.016191044,-1,0.994917408,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.882905611,0.35725429,-1,-0.963912241,0.06788575,-0.735875217,-0.653190453,-1,0.333337845,0.999462963,-1,0.619283694,0.911152244,-1,-0.977373358,-1,
424,-1,0.754109944,-1.016191044,-1,0.994352675,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.883253589,0.379095164,-1,-0.962271888,0.068671692,-0.687579434,-0.653040579,-1,0.333337845,0.999555556,-1,0.631042044,0.910226747,-1,-0.977373358,-1,
425,-1,0.751154082,-1.005411078,-1,0.992093746,-1,-1,-0.928571429,1.000070758,0.999978107,-1,0.883949543,0.382215289,-1,-0.960904928,0.069706516,-0.645291739,-0.651841583,-1,0.333337845,0.999388889,-1,0.643181746,0.910226747,-0.068841217,-0.977373358,-1,
426,-1,0.749729144,-1.000094931,-1,0.992093746,0,-1,0.964285714,1.000070758,0.999978107,-1,0.884123532,0.383775351,-1,-0.959264575,0.070492458,-0.643212016,-0.651766645,-1,0.333337845,0.999537037,-1,0.610639718,0.910226747,0.983734834,-0.977373358,-1,
427,-1,0.748198219,-0.994662757,-1,0.993223211,0,-1,0.964285714,1.000070758,0.999978107,-1,0.883949543,0.385335413,-1,-0.957624223,0.0712784,-0.63859041,-0.646895725,-1,0.333337845,0.999555556,-1,0.607652461,0.909301249,-1,-0.977373358,-1,
428,-1,0.746631966,-0.98934661,-1,0.992658478,0,-1,0.571428571,1.000070758,0.999978107,-1,0.884819487,0.385335413,-1,-0.95598387,0.072064342,-0.984671673,-0.646820788,-1,0.333337845,0.999388889,-1,0.812819779,0.908375752,-1,-0.977373358,-1,
429,-1,1,-0.748748754,-1,0.991529013,0,-1,0.964285714,1.000070758,0.999978107,-1,0.883949543,0.385335413,-1,-0.954343517,0.072850285,-0.983208165,-0.645621792,-1,0.333337845,0.999537037,-1,0.744748467,0.907450255,-0.098909794,-0.977373358,-0.956521739,
430,-1,1,-0.748748754,-1,0.994070309,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.883775555,0.386895476,-1,-0.952703165,0.073636227,-0.978663586,-0.644422796,-1,0.333337845,0.999518519,-1,0.755616996,0.906524757,0.983734834,-0.977373358,-1,
431,-1,1,-0.748748754,-1,0.994917408,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.884645498,0.386895476,-1,-0.951062812,0.074566258,-0.978124398,-0.644272921,-1,0.333337845,0.999648148,-1,0.755680554,0.904673762,-1,-0.977373358,-1,
432,-1,1,-0.748748754,-1,0.994917408,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.884123532,0.386895476,-1,-0.949422459,0.0753522,-0.977431157,-0.643598486,-1,-0.333328822,0.99937037,-1,0.756951727,0.903748265,-1,-0.977373358,-1,
433,-1,1,-0.748748754,-1,0.994635042,0,-1,-0.964285714,1.000070758,0.999978107,-1,0.883775555,0.399375975,-1,-0.947782106,0.076138142,-0.976737916,-0.639177189,-1,0.333337845,0.999314815,-1,0.811230813,0.902822767,-0.178125549,-0.977373358,-1,
434,-1,1,-0.748748754,-1,0.994070309,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.883949543,0.4024961,-1,-0.946141754,0.076924085,-0.976198729,-0.638352879,-1,0.333337845,0.999555556,-1,0.808688467,0.90189727,0.983734834,-0.977373358,-1,
435,-1,1,-0.748748754,-1,0.994070309,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.884819487,-1,-1,-0.944501401,0.077710027,-0.97473522,-0.637303758,-1,0.333337845,0.999425926,-1,0.917246639,0.900971772,0.950237384,-0.977373358,-1,
436,-1,1,-0.748748754,-1,0.991811379,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.884297521,-0.996879875,-1,-0.942861048,0.078495969,-0.974196033,-0.635505264,-1,0.333337845,0.999444444,-1,0.916547494,0.900046275,0.968173026,-0.977373358,-0.956521739,
437,-1,1,-0.748748754,-1,0.994070309,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.884819487,-0.996879875,-1,-0.941220696,0.079281911,-0.968033892,-0.634755892,-1,0.333337845,0.999574074,1,0.91533988,0.899120777,0.977668366,-0.977373358,-1,
438,-1,1,-0.748748754,-1,0.994352675,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.884819487,-0.996879875,-1,-0.939580343,0.080067853,-0.963104179,-0.633556896,-1,0.333337845,0.999518519,-1,0.918263578,0.89819528,0.976261649,-0.977373358,-0.956521739,
439,-1,1,-0.748748754,-1,0.995199774,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.880121792,-1,-1,-0.93793999,0.080853795,-0.962487965,-0.626512796,-1,0,0.99937037,-1,0.91813646,0.897269783,0.983471074,-0.977373358,-1,
440,-1,1,-0.748748754,-1,0.992093746,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.878555894,-0.996879875,-1,-0.936299638,0.081495648,-0.95902176,-0.625463674,-1,0,0.99937037,-1,0.919979661,0.896344285,0.983471074,-0.977373358,-1,
441,-1,1,-0.748748754,-1,0.992093746,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.878555894,-0.996879875,-1,-0.934659285,0.08228159,-0.958482573,-0.624264678,-1,0,0.999407407,-1,0.932500715,0.895418788,0.983471074,-0.977373358,-1,
442,-1,1,-0.748748754,-1,0.994352675,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.878381905,-0.996879875,-1,-0.933018932,0.083067532,-0.954554208,-0.622616059,-1,0,0.999481481,-1,0.918517812,0.89449329,-1,-0.977373358,-1,
443,-1,1,-0.748748754,-1,0.993223211,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.878381905,-1,-1,-0.93137858,0.083853474,-0.951704217,-0.621417063,-1,0,0.999425926,-1,0.917818667,0.893567793,-1,-0.977373358,-1,
444,-1,1,-0.748748754,-1,0.992376112,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.878381905,-0.998439938,-1,-0.929738227,0.084639416,-0.944078567,-0.620667691,-1,0,0.999648148,-1,0.91769155,0.892642295,-0.227536487,-0.977373358,-1,
445,-1,1,-0.748748754,-1,0.993223211,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.877163984,-0.996879875,-1,-0.928097874,0.085425358,-0.944001541,-0.615571958,-1,0,0.999462963,-1,0.918899164,0.891716798,0.983471074,-0.977373358,-1,
446,-1,0.77418861,-1.122113169,-1,0.996611605,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.864114833,-0.995319813,-1,-0.926457522,0.086211301,-0.943385326,-0.613773465,-1,0,0.999537037,-1,0.920551689,0.8907913,0.961139441,-0.977373358,-1,
447,-1,0.773187621,-1.116691542,-1,0.994635042,-1,-1,0.964285714,1.000070758,0.999978107,-1,0.863244889,-0.990639626,-1,-0.924817169,0.086997243,-0.942692085,-0.612574469,-1,0,0.999555556,-1,0.919153399,0.889865803,0.969843503,-0.977373358,-1,
448,-1,0.772186631,-1.11124882,-1,0.992940844,-1,-1,0.964285714,1.000070758,0.999978107,-1,0.862374946,-0.989079563,-1,-0.923176816,0.087390214,-0.936452917,-0.611750159,-1,0,0.999592593,-1,0.919026282,0.888940305,0.992087216,-0.977373358,-1,
449,-1,0.771103208,-1.105816646,-1,0.995764507,-1,-1,0.571428571,1.000070758,0.999978107,-1,0.862200957,-0.987519501,-1,-0.920716287,0.088556028,-0.930598883,-0.610401289,-1,0,0.999518519,-1,0.918899164,0.888014808,0.992087216,-0.977373358,-1,
450,-1,0.77006689,-1.10034228,-1,0.993787943,-1,-1,0.964285714,1.000070758,0.999978107,-1,0.860983036,-0.965678627,-1,-0.919075935,0.08934197,-0.928904294,-0.605455431,-1,0,0.999574074,-1,0.919534751,0.879685331,0.992087216,-0.977373358,-1,
451,-1,0.768983466,-1.094931201,-1,0.994070309,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.86046107,-0.96099844,-1,-0.917435582,0.090127912,-0.926670518,-0.603282251,-1,0,0.999481481,-1,0.921187276,0.878759833,-1,-0.977373358,-1,
452,-1,0.7679707,-1.08958341,-1,0.994070309,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.858721183,-0.957878315,-1,-0.915795229,0.090913854,-0.92328134,-0.602982502,-1,0,0.999555556,-1,0.918263578,0.876908839,-0.218920345,-0.977373358,-1,
453,-1,0.766840171,-1.084140688,-1,0.994070309,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.858199217,-0.956318253,-1,-0.914154877,0.091699796,-0.920277296,-0.909700626,-1,0,0.999592593,-1,0.917818667,0.875983341,0.992087216,-0.977373358,-1,
454,-1,0.765615432,-1.078719062,-1,0.992093746,-1,-1,-0.75,1.000070758,0.999978107,-1,0.859069161,-0.956318253,-1,-0.912514524,0.092485738,-0.918813788,-0.902731462,-1,0,0.999537037,-1,0.919534751,-1,-1,-0.977373358,-1,
455,-1,0.764449574,-1.073255244,-1,0.995199774,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.858025228,-0.956318253,-1,-0.910874171,0.093271681,-0.913807048,-0.893589119,-1,0,0.9995,-1,0.919344075,-1,-1,-0.977373358,-1,
456,-1,0.764449574,-1.073255244,-1,0.994070309,-1,-1,-0.964285714,1.000070758,0.999978107,-1,0.857329274,-0.95475819,-1,-0.909233819,0.094057623,-0.910340843,-0.881749035,-1,0,0.9995,-1,0.917119522,0.874132346,-0.222876736,-0.977373358,-1,
457,-1,0.763295492,-1.067833617,-1,0.992093746,0,-1,0.25,1.000070758,0.999978107,-1,0.858547194,-0.95475819,-1,-0.907593466,0.094843565,-0.904486809,-0.876503428,-1,0,0.999592593,-1,0.918327136,0.873206849,0.992087216,-0.99826505,-0.869565217,
458,-1,0.762035423,-1.062401443,-1,0.997176338,0,-1,0.285714286,1.000070758,0.999978107,-1,0.857677251,-0.95475819,-1,-0.905953113,0.095629507,-0.900404391,-0.871107947,-1,0,0.999462963,-1,0.932818508,0.873206849,0.992087216,-0.99826505,-0.782608696,
459,-1,0.760787131,-1.0570642,-1,0.993787943,0,-1,0.25,1.000070758,0.999978107,-1,0.871248369,-0.945397816,-1,-0.904312761,0.096415449,-0.899865203,-0.803439619,-1,0,0.999444444,-1,0.920106779,0.873206849,0.992087216,-0.99826505,-1,
460,-1,0.759515286,-1.05161093,-1,0.994635042,0,-1,0.285714286,1.000070758,0.999978107,-1,0.872118312,-0.942277691,-1,-0.902672408,0.097201391,-0.890467938,-0.801041628,-1,0,0.999407407,-1,0.938665904,0.870430356,-1,-0.99826505,-1,
461,-1,0.758243441,-1.046168208,-1,0.994070309,0,-1,0.357142857,1.000070758,0.999978107,-1,0.871770335,-1,-1,-0.901032055,0.097987333,-0.889389563,-0.799917569,-1,0,0.999388889,-1,0.93930149,-1,0.960524002,-0.99826505,-0.913043478,
462,-1,0.756959819,-1.040757129,-1,0.995199774,0,-1,0.285714286,1.000070758,0.999978107,-1,0.872118312,-0.996879875,-1,-0.899391703,0.098773275,-0.888850376,-0.793023343,-1,0,0.999388889,-1,0.939555725,-1,-1,-0.99826505,-0.782608696,
463,-1,0.755570211,-1.035430434,-1,0.992940844,0,-1,0.964285714,1.000070758,0.999978107,-1,0.872814267,-0.996879875,-1,-0.89775135,0.099559217,-0.888234161,-0.77518828,-1,0,0.999555556,-1,0.937585407,0.868579361,-1,-0.99826505,-0.869565217,
464,-1,0.75425126,-1.029966616,-1,0.995199774,0,-1,0.25,1.000070758,0.999978107,-1,0.872118312,-0.996879875,-1,-0.896110997,0.10034516,-0.885307144,-0.758177526,-1,0,0.999314815,-1,0.937267614,-1,0.960524002,-0.99826505,-1,
465,-1,0.752849875,-1.024661017,-1,0.994352675,0,-1,0.321428571,1.000070758,0.999978107,-1,0.87246629,-1,-1,-0.894470645,0.101131102,-0.976198729,-0.744538949,-1,0,0.999481481,-1,0.937966759,-1,-1,-0.99826505,-0.695652174,
466,-1,0.751436714,-1.019218294,-1,0.994352675,0,-1,0.357142857,1.000070758,0.999978107,-1,0.872292301,-0.996879875,-1,-0.892830292,0.101917044,-0.909570576,-0.734347484,-1,0,0.999407407,-1,0.939746401,0.866728366,-1,-0.99826505,-1,
467,-1,0.751436714,-1.019218294,-1,0.994352675,0,-1,0.285714286,1.000070758,0.999978107,-1,0.877163984,-0.996879875,-1,-0.891189939,0.102702986,-0.824533025,-0.732623927,-1,0,0.999296296,-1,0.936632027,-1,0.960524002,-0.99826505,-0.869565217,
468,-1,0.750023553,-1.013796668,-1,0.992376112,0,-1,0.321428571,1.000070758,0.999978107,-1,0.877337973,-0.996879875,-1,-0.889549586,0.103488928,-0.742499519,-0.730600622,-1,0,0.999462963,-1,0.937585407,-1,-1,-0.99826505,-0.956521739,
469,-1,0.748492628,-1.008459425,-1,0.993223211,0,-1,0.285714286,1.000070758,0.999978107,-1,0.876816007,-1,-1,-0.887909234,0.10427487,-0.673868669,-0.909775563,-1,0,0.9995,-1,0.937204055,0.865802869,-1,-0.99826505,-0.782608696,
470,-1,0.74706769,-1.003048346,-1,0.993223211,0,-1,0.25,1.000070758,0.999978107,-1,0.876816007,-0.996879875,-1,-0.886268881,0.105060812,-0.637049875,-0.909176065,-1,0,0.999388889,-1,0.93650491,0.864877372,0.960524002,-0.99826505,-1,
471,-1,0.745501437,-0.997700555,-1,0.994352675,0,-1,0.321428571,1.000070758,0.999978107,-1,0.876989996,-0.990639626,-1,-0.884628528,0.105846754,-0.634122858,-0.906103638,-1,0,0.999518519,-1,0.942288747,-1,-1,-0.99826505,-1,
472,-1,0.743946959,-0.992384408,-1,0.990399548,0,-1,0.285714286,1.000070758,0.999978107,-0.729798324,1.00139191,-0.985959438,-1,-0.882988176,0.106632697,-0.628268823,-0.905728952,-1,0,0.999444444,-1,0.93885658,-1,-1,-0.99826505,-0.782608696,
473,-1,0.999976447,-0.748748754,-1,0.994352675,0,-1,0.285714286,1.000070758,0.999978107,-0.588998657,1.001913876,-0.945397816,-1,-0.881347823,0.107418639,-0.97689197,-0.90550414,-1,0,0.999574074,-1,0.938284552,0.863951874,0.960524002,-0.99826505,-1,
474,-1,0.999976447,-0.748748754,-1,0.993787943,0,-1,0.321428571,1.000070758,0.999978107,-0.326708931,1.001739887,-0.851794072,-1,-0.87970747,0.108204581,-0.951935298,-0.90497958,-1,0,0.999481481,-1,0.939110815,0.862100879,-1,-0.99826505,-1,
475,-1,0.999976447,-0.748748754,-1,0.994352675,0,-1,0.321428571,1.000070758,0.999978107,-0.064605874,1.000869943,-0.75975039,-1,-0.878067118,0.108990523,-0.883304448,-0.904529956,-1,0,0.999537037,-1,0.951377634,0.861175382,-1,-0.99826505,-0.782608696,
476,-1,0.999976447,-0.748748754,-1,0.992940844,0,-1,0.964285714,1.000070758,0.999978107,-0.455296052,1.003653763,-0.695787832,-1,-0.876426765,0.109776465,-0.785249374,-0.903930458,-1,0,0.999388889,-1,0.938665904,0.860249884,0.960524002,-0.99826505,-1,
477,-1,0.999976447,-0.748748754,-1,0.993505577,0,-1,0.25,1.000070758,0.999978107,-0.627431201,0.992866464,-0.663026521,-1,-0.874786412,0.110575506,-0.716695552,-0.903405898,-1,0,0.999425926,-1,0.939492166,0.860249884,-1,-0.99826505,-0.869565217,
478,-1,0.999976447,-0.748748754,-1,0.994635042,0,-1,0.25,1.000070758,0.999978107,0.565934105,0.993214441,-0.650546022,-1,-0.873966236,0.111361448,-0.650144425,-0.901007906,-1,0,0.999462963,-1,0.93930149,0.860249884,-1,-0.99826505,-0.956521739,
479,-1,0.999976447,-0.748748754,-1,0.993787943,0,-1,0.964285714,1.000070758,0.999978107,0.566318215,0.993040452,-0.625585023,-1,-0.872325883,0.11214739,-0.641517427,-0.897111169,-1,0,0.999740741,-1,0.938284552,-1,0.960524002,-0.99826505,-0.782608696,
480,-1,0.999976447,-0.748748754,-1,0.993787943,0,-1,0.25,1.000070758,0.999978107,0.316926689,0.992692475,-0.620904836,-1,-0.870685531,0.112933332,-0.640824186,-0.896661546,-1,0,0.999574074,-1,0.940064194,-1,-1,-0.99826505,-1,
481,-1,0.999976447,-0.748748754,-1,0.994070309,0,-1,0.321428571,1.000070758,0.999978107,-0.629078926,0.993736407,-0.613104524,-1,-0.869045178,0.113719275,-0.635663393,-0.894937989,-1,0,0.999537037,-1,0.93980996,0.858398889,0.960524002,-0.99826505,-0.956521739,
482,-1,0.999976447,-0.748748754,-1,0.991811379,0,-1,0.25,1.000070758,0.999978107,-0.563755089,0.991300565,-0.592823713,-1,-0.867404825,0.114505217,-0.982591951,-0.894338492,-1,0,0.999481481,-1,0.938475228,0.857473392,-1,-0.99826505,-0.739130435,
483,-1,0.999976447,-0.748748754,-1,0.995764507,0,-1,0.25,1.000070758,0.999978107,-0.567265926,0.971813832,-0.583463339,-1,-0.865764473,0.115291159,-0.981051415,-0.891865563,-1,0,0.999407407,-1,0.942415864,0.857473392,-1,-0.99826505,-0.304347826,
484,-1,0.999976447,-0.748748754,-1,0.993223211,0,-1,0.285714286,1.000070758,0.999978107,-0.688314439,0.970595911,-0.570982839,-1,-0.86412412,0.11622119,-0.980435201,-0.89059163,-1,0,0.999351852,-1,0.938729463,0.857473392,0.960524002,-0.99826505,-1,
485,-1,0.999976447,-0.748748754,-1,0.994070309,0,-1,0.285714286,1.000070758,0.999978107,-0.688605214,0.970247934,-0.550702028,-1,-0.862483767,0.117007132,-0.979896014,-0.885495897,-1,0,0.999462963,-1,0.93745829,0.857473392,-1,-0.99826505,-0.782608696,
486,-1,0.999976447,-0.748748754,-1,0.991529013,0,-1,0.357142857,1.000070758,0.999978107,-0.501098483,0.968334058,-0.542901716,-1,-0.860843415,0.117793075,-0.977508184,-0.884971337,-1,0,0.99937037,-1,0.939237932,-1,-1,-0.99826505,-1,
487,-1,0.999976447,-0.748748754,-1,0.990681914,0,-1,0.285714286,1.000070758,0.999978107,-0.431912006,0.959808612,-0.539781591,-1,-0.859203062,0.118579017,-0.97689197,-0.884371839,-1,0,0.9995,-1,0.94025487,-1,0.960524002,-0.99826505,-1,
488,-1,0.999976447,-0.748748754,-1,0.994635042,0,-1,0.25,1.000070758,0.999978107,-0.360959342,0.957198782,-0.535101404,-1,-0.857562709,0.119364959,-0.976121702,-0.883847278,-1,0,0.9995,-1,0.938220993,0.856547894,-1,-0.99826505,-0.652173913,
489,-1,0.773246502,-1.124064532,-1,0.993505577,0,-1,0.857142857,1.000070758,0.999978107,-0.368128199,0.95615485,-0.514820593,-1,-0.855922357,0.120150901,-0.975582515,-0.883172843,-1,0,0.9995,-1,0.938920139,0.855622397,0.960524002,-0.99826505,-1,
490,-1,0.773234726,-1.124011793,-1,0.991811379,0,-1,0.25,1.000070758,0.999978107,-0.732831717,0.957894737,-0.51326053,-1,-0.854282004,0.120936843,-0.975505488,-0.882048784,-1,0,0.999425926,-1,0.938729463,-1,-1,-0.99826505,-1,
491,-1,0.772269066,-1.118600714,-1,0.994070309,0,-1,0.25,1.000070758,0.999978107,-0.816101032,0.963288386,-0.510140406,-1,-0.852641651,0.121722785,-0.974966301,-0.881224475,-1,0,0.999555556,-1,0.938157435,0.8546969,-1,-0.99826505,-1,
492,-1,0.7712563,-1.11316854,-1,0.991246647,0,-1,0.392857143,1.000070758,0.999978107,-0.901010891,0.98538495,-0.429017161,-1,-0.851001299,0.122508727,-0.943231273,-0.878826483,-1,0,0.999444444,-1,0.950106461,0.853771402,0.960524002,-0.99826505,-0.739130435,
493,-1,0.770231758,-1.107725818,-1,0.995764507,0,-1,0.25,1.000070758,0.999978107,-0.903466324,0.987820792,-0.335413417,-1,-0.849360946,0.123294669,-0.942692085,-0.87755255,-1,0,0.999555556,-1,0.937839642,0.852845905,-1,-1.000759041,-0.913043478,
494,-1,0.769242546,-1.102367479,-1,0.99548214,0,-1,0.25,1.000070758,0.999978107,-0.563083793,0.988864724,-0.241809672,-1,-0.847720593,0.124080611,-0.941921818,-0.876953052,-1,0,0.999351852,-1,0.937267614,0.856547894,-1,-0.956047928,-1,
495,-1,0.768123793,-1.096924756,-1,0.995199774,0,-1,0.285714286,1.000070758,0.999978107,-0.594096193,0.987820792,-0.148205928,-1,-0.846080241,0.124866554,-0.940381282,-0.876428491,-1,0,0.9995,-1,0.936759145,0.863951874,0.960524002,-0.956047928,-1,
496,-1,0.767122804,-1.091482034,-1,0.993787943,0,-1,-0.964285714,1.000070758,0.999978107,-1.246085308,0.988690735,-0.054602184,-1,-0.844439888,0.125508406,-0.939148854,-0.874330248,-1,0,0.999407407,-1,0.937966759,0.868579361,-1,-1.000795186,-0.739130435,
497,-1,0.767122804,-1.091482034,-1,0.992940844,0,-1,-0.964285714,1.000070758,0.999978107,-0.172781316,0.988516746,0.03900156,-1,-0.842799535,0.126294348,-0.952166378,-0.869384391,-1,0,0.999592593,-1,0.939746401,0.872281351,0.960524002,-1.000795186,-1,
498,-1,0.765992275,-1.086039312,-1,0.991529013,0,-1,-0.964285714,1.000070758,0.999978107,0.566390012,0.98799478,0.131045242,-1,-0.841159183,0.127080291,-0.91804352,-0.866162089,-1,0,0.999611111,-1,0.938983697,0.89819528,-1,-1.000795186,-1,
499,-1,0.764861746,-1.080617686,-1,0.99548214,0,-1,-0.964285714,1.000070758,0.999978107,0.316926689,0.988342758,0.226209048,-1,-0.83951883,0.127866233,-0.883381475,-0.865712466,-1,0,0.999425926,-1,0.939110815,0.90189727,-1,-1.000795186,-1,
500,-1,0.763613453,-1.075185511,-1,0.995199774,0,-1,-0.964285714,1.000070758,0.999978107,-0.629096875,0.984862984,0.319812793,-1,-0.837878477,0.128652175,-0.850876179,-0.862040541,-1,0,0.9995,-1,0.939682842,0.906524757,0.960524002,-1.000795186,-1,
501,-1,0.763613453,-1.075185511,-1,0.992376112,0,-1,-0.964285714,1.000070758,0.999978107,-0.840852796,0.989734667,0.411856474,-1,-0.836238125,0.129438117,-0.831773541,-0.86099142,-1,0,0.999407407,-1,0.944894652,0.916705229,-1,-1.000795186,-1,
502,-1,0.761340619,-1.064394998,-1,0.993223211,0,-1,-0.964285714,1.000070758,0.999978107,-0.843900548,0.985906916,0.507020281,-1,-0.834597772,0.130224059,-0.830310033,-0.860391922,-1,0,0.999537037,-1,0.938157435,0.937991671,-1,-1.000795186,-0.608695652,
503,-1,0.760056998,-1.058962824,-1,0.993787943,0,-1,-0.964285714,1.000070758,0.999978107,-0.870648249,0.974423662,0.578783151,-1,-0.832957419,0.131010001,-0.829539765,-0.859792424,-1,0,0.999537037,-1,0.938538787,0.94539565,0.960524002,-1.000795186,-0.826086957,
504,-1,0.758785152,-1.053541198,-1,0.994070309,0,-1,-0.964285714,1.000070758,0.999978107,-0.87043645,0.98938669,0.592823713,-1,-0.831317067,0.131795943,-0.828923551,-0.858293679,-1,0,0.999407407,-1,0.940445546,0.962980102,-1,-1.000795186,-0.956521739,
505,-1,0.757513307,-1.048203954,-1,0.994352675,0,-1,-0.892857143,1.000070758,0.999978107,-0.873380097,0.999652023,0.600624025,-1,-0.828036361,0.132961757,-0.828846524,-0.898609914,-1,0,0.9995,-1,0.939746401,0.983341046,0.960524002,-1.000795186,-1,
506,-1,0.756241462,-1.042750684,-1,0.994635042,0,-1,-0.964285714,1.000070758,0.999978107,-0.623564972,0.999826011,0.608424337,-1,-0.826396008,0.133747699,-0.828307337,-0.89111619,-1,0,0.999555556,-1,0.940890457,0.987043036,-1,-1.000795186,-1,
507,-1,0.754828301,-1.037339606,-1,0.994070309,0,-1,-0.964285714,1.000070758,0.999978107,0.565980773,1,0.614664587,-1,-0.824755656,0.134533642,-0.808126324,-0.880924726,-1,0,0.999574074,-1,0.935233737,0.99259602,-1,-1.000795186,-1,
508,-1,0.754828301,-1.037339606,-1,0.993787943,0,-1,-0.964285714,1.000070758,0.999978107,0.566393602,0.997738147,0.619344774,-1,-0.823115303,0.135319584,-0.807047949,-0.871107947,-1,0,0.999555556,-1,0.942542982,0.997223508,0.960524002,-1.000795186,-1,
509,-1,0.753556456,-1.032002363,-1,0.994070309,0,-1,-0.964285714,1.000070758,0.999978107,0.566390012,0.995128317,0.624024961,-1,-0.684314128,0.201849584,-0.806431735,-0.863539286,-1,0,0.999425926,-1,0.952203896,1,-1,-1.000795186,-0.739130435,
510,-1,0.752131518,-1.026549093,-1,0.993223211,0,-1,-0.892857143,1.000070758,0.999978107,-0.374693968,0.997564158,0.631825273,-1,-0.682673775,0.202635526,-0.805661467,-0.857319495,-1,0,0.999388889,-1,0.939873518,1.001850995,-1,-1.000795186,-1,
